price,location,city,province_name,latitude,longitude,baths,area_sqft,bedrooms
18500000,23,1,1,33.508481,73.091826,4,2722.51,3
15500000,84,1,1,33.570792,73.145256,5,2722.51,5
105000000,85,1,1,33.680925,72.997971,10,5445.02,7
31000000,82,1,1,33.649315,72.968395,10,2722.51,8
10500000,86,1,1,33.678171,73.162161,4,2178.01,3
14500000,72,1,1,33.67164,72.991655,3,1197.9,4
83000000,85,1,1,33.679211,72.988787,6,5445.02,6
13000000,87,1,1,33.575405,73.143325,4,3267.01,4
57000000,88,1,1,33.67189,73.012254,7,4356.02,9
54500000,85,1,1,33.683532,72.99041,6,5445.02,6
9000000,89,1,1,33.66647,73.153934,4,1361.25,4
65000000,72,1,1,33.667854,73.003843,6,5445.02,6
90000000,90,1,1,33.704599,72.978702,9,5445.02,9
80000000,67,1,1,33.691781,73.000288,6,5445.02,6
85000000,67,1,1,33.691781,73.000288,6,5445.02,6
85000000,85,1,1,33.679211,72.988787,6,5445.02,6
105000000,78,1,1,33.71776735,73.06136191,5,7078.53,4
8500000,68,1,1,33.713488,73.16268,5,1361.25,5
13000000,82,1,1,33.645957,72.962472,4,1361.25,3
160000000,91,1,1,33.713131,73.038383,10,6534.02,9
32000000,71,1,1,33.68055965,72.82719937,10,5445.02,8
50000000,91,1,1,33.707384,73.036723,5,2531.93,4
21000000,21,1,1,33.55083727,73.10628891,6,2722.51,5
80000000,91,1,1,33.713131,73.038383,5,5445.02,5
36500000,21,1,1,33.55083727,73.10628891,7,5445.02,6
23500000,21,1,1,33.55083727,73.10628891,6,2722.51,5
43000000,21,1,1,33.55083727,73.10628891,8,5445.02,6
23000000,21,1,1,33.55083727,73.10628891,6,2722.51,5
27500000,72,1,1,33.675604,73.000367,5,2178.01,5
95000000,85,1,1,33.683533,72.99041,9,5445.02,9
72500000,21,1,1,33.55083727,73.10628891,7,10890.04,6
320000000,91,1,1,33.713131,73.038383,10,19602.07,10
8500000,92,4,0,31.47005202,73.08828592,5,1361.25,4
25000000,93,4,0,31.490612,73.10647,6,6534.02,5
6000000,94,4,0,31.42599,73.048217,2,680.63,4
60000000,95,4,0,31.372179,73.125594,6,8712.03,6
8500000,96,4,0,31.423683,73.10636,3,1361.25,4
8900000,92,4,0,31.461541,73.086584,5,1361.25,4
